***Ebeam    Eprime  Theta     x        Q2      Sig_Born     Sig_Born_In  Sig_Born_QE  Sig_Rad      Sig_Rad_EL   Sig_Rad_QE   Sig_Rad_DIS  C_cor
   10.5890   3.6700  21.0000   0.3976   5.1623  0.34825E+01  0.34824E+01  0.68487E-04  0.34825E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   3.6800  21.0000   0.3993   5.1764  0.34604E+01  0.34603E+01  0.68803E-04  0.34604E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   3.6900  21.0000   0.4009   5.1905  0.34381E+01  0.34380E+01  0.69126E-04  0.34381E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   3.7000  21.0000   0.4026   5.2045  0.34158E+01  0.34157E+01  0.69454E-04  0.34158E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   3.7100  21.0000   0.4043   5.2186  0.33934E+01  0.33933E+01  0.69789E-04  0.33934E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   3.7200  21.0000   0.4059   5.2327  0.33709E+01  0.33709E+01  0.70129E-04  0.33709E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   3.7300  21.0000   0.4076   5.2467  0.33484E+01  0.33484E+01  0.70476E-04  0.33484E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   3.7400  21.0000   0.4093   5.2608  0.33258E+01  0.33258E+01  0.70829E-04  0.33258E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   3.7500  21.0000   0.4110   5.2749  0.33032E+01  0.33031E+01  0.71188E-04  0.33032E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   3.7600  21.0000   0.4127   5.2889  0.32805E+01  0.32804E+01  0.71554E-04  0.32805E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   3.7700  21.0000   0.4144   5.3030  0.32577E+01  0.32576E+01  0.71926E-04  0.32577E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   3.7800  21.0000   0.4161   5.3171  0.32349E+01  0.32348E+01  0.72305E-04  0.32349E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   3.7900  21.0000   0.4178   5.3311  0.32121E+01  0.32120E+01  0.72690E-04  0.32121E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   3.8000  21.0000   0.4196   5.3452  0.31892E+01  0.31892E+01  0.73082E-04  0.31892E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   3.8100  21.0000   0.4213   5.3593  0.31664E+01  0.31663E+01  0.73482E-04  0.31664E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   3.8200  21.0000   0.4230   5.3733  0.31436E+01  0.31435E+01  0.73888E-04  0.31436E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   3.8300  21.0000   0.4248   5.3874  0.31207E+01  0.31206E+01  0.74301E-04  0.31207E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   3.8400  21.0000   0.4265   5.4015  0.30979E+01  0.30978E+01  0.74721E-04  0.30979E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   3.8500  21.0000   0.4282   5.4155  0.30750E+01  0.30749E+01  0.75149E-04  0.30750E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   3.8600  21.0000   0.4300   5.4296  0.30520E+01  0.30519E+01  0.75584E-04  0.30520E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   3.8700  21.0000   0.4317   5.4437  0.30291E+01  0.30290E+01  0.76027E-04  0.30291E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   3.8800  21.0000   0.4335   5.4577  0.30062E+01  0.30061E+01  0.76477E-04  0.30062E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   3.8900  21.0000   0.4353   5.4718  0.29832E+01  0.29831E+01  0.76935E-04  0.29832E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   3.9000  21.0000   0.4370   5.4859  0.29603E+01  0.29602E+01  0.77401E-04  0.29603E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   3.9100  21.0000   0.4388   5.4999  0.29373E+01  0.29372E+01  0.77874E-04  0.29373E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   3.9200  21.0000   0.4406   5.5140  0.29143E+01  0.29142E+01  0.78356E-04  0.29143E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   3.9300  21.0000   0.4424   5.5281  0.28913E+01  0.28912E+01  0.78847E-04  0.28913E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   3.9400  21.0000   0.4442   5.5421  0.28682E+01  0.28681E+01  0.79345E-04  0.28682E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   3.9500  21.0000   0.4460   5.5562  0.28452E+01  0.28451E+01  0.79852E-04  0.28452E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   3.9600  21.0000   0.4478   5.5703  0.28221E+01  0.28220E+01  0.80368E-04  0.28221E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   3.9700  21.0000   0.4496   5.5843  0.27990E+01  0.27989E+01  0.80892E-04  0.27990E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   3.9800  21.0000   0.4514   5.5984  0.27759E+01  0.27758E+01  0.81426E-04  0.27759E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   3.9900  21.0000   0.4532   5.6125  0.27527E+01  0.27527E+01  0.81968E-04  0.27527E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.0000  21.0000   0.4550   5.6265  0.27296E+01  0.27296E+01  0.82520E-04  0.27296E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.0100  21.0000   0.4569   5.6406  0.27065E+01  0.27064E+01  0.83081E-04  0.27065E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.0200  21.0000   0.4587   5.6547  0.26834E+01  0.26833E+01  0.83652E-04  0.26834E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.0300  21.0000   0.4606   5.6687  0.26602E+01  0.26602E+01  0.84232E-04  0.26602E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.0400  21.0000   0.4624   5.6828  0.26371E+01  0.26370E+01  0.84822E-04  0.26371E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.0500  21.0000   0.4643   5.6969  0.26139E+01  0.26139E+01  0.85422E-04  0.26139E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.0600  21.0000   0.4661   5.7109  0.25908E+01  0.25907E+01  0.86033E-04  0.25908E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.0700  21.0000   0.4680   5.7250  0.25677E+01  0.25676E+01  0.86654E-04  0.25677E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.0800  21.0000   0.4699   5.7391  0.25446E+01  0.25445E+01  0.87285E-04  0.25446E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.0900  21.0000   0.4717   5.7531  0.25215E+01  0.25214E+01  0.87928E-04  0.25215E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.1000  21.0000   0.4736   5.7672  0.24984E+01  0.24983E+01  0.88581E-04  0.24984E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.1100  21.0000   0.4755   5.7813  0.24752E+01  0.24751E+01  0.89245E-04  0.24752E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.1200  21.0000   0.4774   5.7953  0.24521E+01  0.24520E+01  0.89921E-04  0.24521E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.1300  21.0000   0.4793   5.8094  0.24290E+01  0.24289E+01  0.90608E-04  0.24290E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.1400  21.0000   0.4812   5.8235  0.24059E+01  0.24058E+01  0.91308E-04  0.24059E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.1500  21.0000   0.4831   5.8375  0.23828E+01  0.23828E+01  0.92019E-04  0.23828E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.1600  21.0000   0.4850   5.8516  0.23598E+01  0.23597E+01  0.92742E-04  0.23598E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.1700  21.0000   0.4870   5.8657  0.23367E+01  0.23366E+01  0.93478E-04  0.23367E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.1800  21.0000   0.4889   5.8797  0.23137E+01  0.23136E+01  0.94227E-04  0.23137E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.1900  21.0000   0.4908   5.8938  0.22907E+01  0.22906E+01  0.94989E-04  0.22907E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.2000  21.0000   0.4928   5.9079  0.22677E+01  0.22676E+01  0.95764E-04  0.22677E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.2100  21.0000   0.4947   5.9219  0.22447E+01  0.22446E+01  0.96552E-04  0.22447E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.2200  21.0000   0.4967   5.9360  0.22218E+01  0.22217E+01  0.97354E-04  0.22218E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.2300  21.0000   0.4986   5.9501  0.21989E+01  0.21988E+01  0.98171E-04  0.21989E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.2400  21.0000   0.5006   5.9641  0.21761E+01  0.21760E+01  0.99001E-04  0.21761E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.2500  21.0000   0.5026   5.9782  0.21533E+01  0.21532E+01  0.99847E-04  0.21533E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.2600  21.0000   0.5045   5.9923  0.21305E+01  0.21304E+01  0.10071E-03  0.21305E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.2700  21.0000   0.5065   6.0063  0.21078E+01  0.21077E+01  0.10158E-03  0.21078E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.2800  21.0000   0.5085   6.0204  0.20852E+01  0.20851E+01  0.10247E-03  0.20852E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.2900  21.0000   0.5105   6.0345  0.20626E+01  0.20625E+01  0.10338E-03  0.20626E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.3000  21.0000   0.5125   6.0485  0.20400E+01  0.20399E+01  0.10430E-03  0.20400E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.3100  21.0000   0.5145   6.0626  0.20175E+01  0.20174E+01  0.10524E-03  0.20175E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.3200  21.0000   0.5165   6.0767  0.19951E+01  0.19950E+01  0.10620E-03  0.19951E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.3300  21.0000   0.5186   6.0907  0.19727E+01  0.19726E+01  0.10717E-03  0.19727E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.3400  21.0000   0.5206   6.1048  0.19504E+01  0.19503E+01  0.10817E-03  0.19504E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.3500  21.0000   0.5226   6.1189  0.19281E+01  0.19280E+01  0.10918E-03  0.19281E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.3600  21.0000   0.5247   6.1329  0.19060E+01  0.19058E+01  0.11020E-03  0.19060E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.3700  21.0000   0.5267   6.1470  0.18838E+01  0.18837E+01  0.11125E-03  0.18838E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.3800  21.0000   0.5288   6.1611  0.18618E+01  0.18617E+01  0.11232E-03  0.18618E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.3900  21.0000   0.5308   6.1751  0.18398E+01  0.18397E+01  0.11341E-03  0.18398E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.4000  21.0000   0.5329   6.1892  0.18179E+01  0.18178E+01  0.11451E-03  0.18179E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.4100  21.0000   0.5350   6.2033  0.17961E+01  0.17960E+01  0.11564E-03  0.17961E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.4200  21.0000   0.5371   6.2173  0.17744E+01  0.17742E+01  0.11679E-03  0.17744E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.4300  21.0000   0.5392   6.2314  0.17528E+01  0.17526E+01  0.11796E-03  0.17528E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.4400  21.0000   0.5412   6.2455  0.17313E+01  0.17311E+01  0.11915E-03  0.17313E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.4500  21.0000   0.5434   6.2595  0.17099E+01  0.17098E+01  0.12037E-03  0.17099E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.4600  21.0000   0.5455   6.2736  0.16886E+01  0.16885E+01  0.12161E-03  0.16886E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.4700  21.0000   0.5476   6.2877  0.16674E+01  0.16673E+01  0.12287E-03  0.16674E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.4800  21.0000   0.5497   6.3017  0.16463E+01  0.16462E+01  0.12416E-03  0.16463E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.4900  21.0000   0.5518   6.3158  0.16253E+01  0.16252E+01  0.12548E-03  0.16253E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.5000  21.0000   0.5540   6.3299  0.16044E+01  0.16042E+01  0.12682E-03  0.16044E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.5100  21.0000   0.5561   6.3439  0.15836E+01  0.15835E+01  0.12818E-03  0.15836E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.5200  21.0000   0.5583   6.3580  0.15629E+01  0.15628E+01  0.12958E-03  0.15629E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.5300  21.0000   0.5604   6.3721  0.15424E+01  0.15423E+01  0.13100E-03  0.15424E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.5400  21.0000   0.5626   6.3861  0.15220E+01  0.15219E+01  0.13245E-03  0.15220E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.5500  21.0000   0.5648   6.4002  0.15017E+01  0.15016E+01  0.13393E-03  0.15017E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.5600  21.0000   0.5669   6.4142  0.14816E+01  0.14815E+01  0.13545E-03  0.14816E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.5700  21.0000   0.5691   6.4283  0.14615E+01  0.14614E+01  0.13699E-03  0.14615E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.5800  21.0000   0.5713   6.4424  0.14416E+01  0.14415E+01  0.13857E-03  0.14416E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.5900  21.0000   0.5735   6.4564  0.14218E+01  0.14217E+01  0.14017E-03  0.14218E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.6000  21.0000   0.5757   6.4705  0.14022E+01  0.14020E+01  0.14182E-03  0.14022E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.6100  21.0000   0.5780   6.4846  0.13827E+01  0.13826E+01  0.14350E-03  0.13827E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.6200  21.0000   0.5802   6.4986  0.13634E+01  0.13632E+01  0.14521E-03  0.13634E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.6300  21.0000   0.5824   6.5127  0.13442E+01  0.13440E+01  0.14697E-03  0.13442E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.6400  21.0000   0.5846   6.5268  0.13251E+01  0.13250E+01  0.14876E-03  0.13251E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.6500  21.0000   0.5869   6.5408  0.13062E+01  0.13061E+01  0.15059E-03  0.13062E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.6600  21.0000   0.5891   6.5549  0.12875E+01  0.12873E+01  0.15247E-03  0.12875E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.6700  21.0000   0.5914   6.5690  0.12689E+01  0.12687E+01  0.15438E-03  0.12689E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.6800  21.0000   0.5937   6.5830  0.12504E+01  0.12502E+01  0.15634E-03  0.12504E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.6900  21.0000   0.5960   6.5971  0.12321E+01  0.12319E+01  0.15835E-03  0.12321E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.7000  21.0000   0.5982   6.6112  0.12139E+01  0.12137E+01  0.16040E-03  0.12139E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.7100  21.0000   0.6005   6.6252  0.11958E+01  0.11957E+01  0.16250E-03  0.11958E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.7200  21.0000   0.6028   6.6393  0.11780E+01  0.11778E+01  0.16466E-03  0.11780E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.7300  21.0000   0.6051   6.6534  0.11602E+01  0.11601E+01  0.16686E-03  0.11602E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.7400  21.0000   0.6075   6.6674  0.11427E+01  0.11425E+01  0.16912E-03  0.11427E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.7500  21.0000   0.6098   6.6815  0.11252E+01  0.11250E+01  0.17143E-03  0.11252E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.7600  21.0000   0.6121   6.6956  0.11079E+01  0.11077E+01  0.17380E-03  0.11079E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.7700  21.0000   0.6145   6.7096  0.10908E+01  0.10906E+01  0.17624E-03  0.10908E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.7800  21.0000   0.6168   6.7237  0.10738E+01  0.10736E+01  0.17873E-03  0.10738E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.7900  21.0000   0.6192   6.7378  0.10571E+01  0.10569E+01  0.18129E-03  0.10571E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.8000  21.0000   0.6215   6.7518  0.10405E+01  0.10403E+01  0.18391E-03  0.10405E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.8100  21.0000   0.6239   6.7659  0.10241E+01  0.10239E+01  0.18661E-03  0.10241E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.8200  21.0000   0.6263   6.7800  0.10078E+01  0.10076E+01  0.18938E-03  0.10078E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.8300  21.0000   0.6287   6.7940  0.99169E+00  0.99150E+00  0.19222E-03  0.99169E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.8400  21.0000   0.6311   6.8081  0.97567E+00  0.97547E+00  0.19514E-03  0.97567E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.8500  21.0000   0.6335   6.8222  0.95981E+00  0.95961E+00  0.19815E-03  0.95981E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.8600  21.0000   0.6359   6.8362  0.94417E+00  0.94397E+00  0.20123E-03  0.94417E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.8700  21.0000   0.6383   6.8503  0.92871E+00  0.92850E+00  0.20441E-03  0.92871E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.8800  21.0000   0.6407   6.8644  0.91342E+00  0.91321E+00  0.20767E-03  0.91342E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.8900  21.0000   0.6432   6.8784  0.89827E+00  0.89806E+00  0.21104E-03  0.89827E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.9000  21.0000   0.6456   6.8925  0.88329E+00  0.88307E+00  0.21450E-03  0.88329E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.9100  21.0000   0.6481   6.9066  0.86848E+00  0.86826E+00  0.21807E-03  0.86848E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.9200  21.0000   0.6505   6.9206  0.85384E+00  0.85362E+00  0.22174E-03  0.85384E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.9300  21.0000   0.6530   6.9347  0.83940E+00  0.83917E+00  0.22553E-03  0.83940E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.9400  21.0000   0.6555   6.9488  0.82516E+00  0.82493E+00  0.22944E-03  0.82516E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.9500  21.0000   0.6580   6.9628  0.81112E+00  0.81089E+00  0.23347E-03  0.81112E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.9600  21.0000   0.6605   6.9769  0.79725E+00  0.79701E+00  0.23763E-03  0.79725E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.9700  21.0000   0.6630   6.9910  0.78351E+00  0.78327E+00  0.24193E-03  0.78351E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.9800  21.0000   0.6655   7.0050  0.76986E+00  0.76961E+00  0.24637E-03  0.76986E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   4.9900  21.0000   0.6680   7.0191  0.75632E+00  0.75607E+00  0.25095E-03  0.75632E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.0000  21.0000   0.6706   7.0332  0.74299E+00  0.74273E+00  0.25569E-03  0.74299E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.0100  21.0000   0.6731   7.0472  0.72989E+00  0.72963E+00  0.26060E-03  0.72989E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.0200  21.0000   0.6757   7.0613  0.71705E+00  0.71678E+00  0.26567E-03  0.71705E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.0300  21.0000   0.6783   7.0754  0.70446E+00  0.70419E+00  0.27092E-03  0.70446E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.0400  21.0000   0.6808   7.0894  0.69212E+00  0.69185E+00  0.27636E-03  0.69212E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.0500  21.0000   0.6834   7.1035  0.67999E+00  0.67971E+00  0.28200E-03  0.67999E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.0600  21.0000   0.6860   7.1176  0.66792E+00  0.66764E+00  0.28785E-03  0.66792E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.0700  21.0000   0.6886   7.1316  0.65587E+00  0.65557E+00  0.29391E-03  0.65587E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.0800  21.0000   0.6912   7.1457  0.64388E+00  0.64358E+00  0.30020E-03  0.64388E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.0900  21.0000   0.6938   7.1598  0.63212E+00  0.63181E+00  0.30673E-03  0.63212E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.1000  21.0000   0.6965   7.1738  0.62058E+00  0.62026E+00  0.31351E-03  0.62058E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.1100  21.0000   0.6991   7.1879  0.60919E+00  0.60886E+00  0.32055E-03  0.60919E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.1200  21.0000   0.7017   7.2020  0.59783E+00  0.59750E+00  0.32788E-03  0.59783E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.1300  21.0000   0.7044   7.2160  0.58669E+00  0.58635E+00  0.33550E-03  0.58669E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.1400  21.0000   0.7071   7.2301  0.57584E+00  0.57550E+00  0.34343E-03  0.57584E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.1500  21.0000   0.7098   7.2442  0.56538E+00  0.56502E+00  0.35168E-03  0.56538E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.1600  21.0000   0.7124   7.2582  0.55513E+00  0.55477E+00  0.36028E-03  0.55513E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.1700  21.0000   0.7151   7.2723  0.54499E+00  0.54462E+00  0.36924E-03  0.54499E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.1800  21.0000   0.7178   7.2864  0.53480E+00  0.53442E+00  0.37858E-03  0.53480E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.1900  21.0000   0.7206   7.3004  0.52465E+00  0.52426E+00  0.38833E-03  0.52465E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
   10.5890   5.2000  21.0000   0.7233   7.3145  0.51467E+00  0.51427E+00  0.39850E-03  0.51467E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10000E+01
