                                           ************ internal ***************  +++++++ internal  + external ++++++++
    E        Ep      Th       s_born       s_rad        s_elas       s_dis        s_rad        s_elas       s_dis
   10.5890   2.6800  21.0000  0.35075E+02  0.35119E+02  0.00000E+00  0.00000E+00  0.35119E+02  0.00000E+00  0.00000E+00
   10.5890   2.6900  21.0000  0.34937E+02  0.34981E+02  0.00000E+00  0.00000E+00  0.34981E+02  0.00000E+00  0.00000E+00
   10.5890   2.7000  21.0000  0.34799E+02  0.34843E+02  0.00000E+00  0.00000E+00  0.34843E+02  0.00000E+00  0.00000E+00
   10.5890   2.7100  21.0000  0.34661E+02  0.34705E+02  0.00000E+00  0.00000E+00  0.34705E+02  0.00000E+00  0.00000E+00
   10.5890   2.7200  21.0000  0.34522E+02  0.34566E+02  0.00000E+00  0.00000E+00  0.34566E+02  0.00000E+00  0.00000E+00
   10.5890   2.7300  21.0000  0.34384E+02  0.34428E+02  0.00000E+00  0.00000E+00  0.34428E+02  0.00000E+00  0.00000E+00
   10.5890   2.7400  21.0000  0.34245E+02  0.34289E+02  0.00000E+00  0.00000E+00  0.34289E+02  0.00000E+00  0.00000E+00
   10.5890   2.7500  21.0000  0.34106E+02  0.34150E+02  0.00000E+00  0.00000E+00  0.34150E+02  0.00000E+00  0.00000E+00
   10.5890   2.7600  21.0000  0.33968E+02  0.34012E+02  0.00000E+00  0.00000E+00  0.34012E+02  0.00000E+00  0.00000E+00
   10.5890   2.7700  21.0000  0.33829E+02  0.33873E+02  0.00000E+00  0.00000E+00  0.33873E+02  0.00000E+00  0.00000E+00
   10.5890   2.7800  21.0000  0.33690E+02  0.33734E+02  0.00000E+00  0.00000E+00  0.33734E+02  0.00000E+00  0.00000E+00
   10.5890   2.7900  21.0000  0.33550E+02  0.33594E+02  0.00000E+00  0.00000E+00  0.33594E+02  0.00000E+00  0.00000E+00
   10.5890   2.8000  21.0000  0.33411E+02  0.33455E+02  0.00000E+00  0.00000E+00  0.33455E+02  0.00000E+00  0.00000E+00
   10.5890   2.8100  21.0000  0.33271E+02  0.33315E+02  0.00000E+00  0.00000E+00  0.33315E+02  0.00000E+00  0.00000E+00
   10.5890   2.8200  21.0000  0.33131E+02  0.33175E+02  0.00000E+00  0.00000E+00  0.33175E+02  0.00000E+00  0.00000E+00
   10.5890   2.8300  21.0000  0.32990E+02  0.33035E+02  0.00000E+00  0.00000E+00  0.33035E+02  0.00000E+00  0.00000E+00
   10.5890   2.8400  21.0000  0.32850E+02  0.32894E+02  0.00000E+00  0.00000E+00  0.32894E+02  0.00000E+00  0.00000E+00
   10.5890   2.8500  21.0000  0.32710E+02  0.32754E+02  0.00000E+00  0.00000E+00  0.32754E+02  0.00000E+00  0.00000E+00
   10.5890   2.8600  21.0000  0.32569E+02  0.32613E+02  0.00000E+00  0.00000E+00  0.32613E+02  0.00000E+00  0.00000E+00
   10.5890   2.8700  21.0000  0.32429E+02  0.32473E+02  0.00000E+00  0.00000E+00  0.32473E+02  0.00000E+00  0.00000E+00
   10.5890   2.8800  21.0000  0.32288E+02  0.32332E+02  0.00000E+00  0.00000E+00  0.32332E+02  0.00000E+00  0.00000E+00
   10.5890   2.8900  21.0000  0.32148E+02  0.32192E+02  0.00000E+00  0.00000E+00  0.32192E+02  0.00000E+00  0.00000E+00
   10.5890   2.9000  21.0000  0.32007E+02  0.32051E+02  0.00000E+00  0.00000E+00  0.32051E+02  0.00000E+00  0.00000E+00
   10.5890   2.9100  21.0000  0.31866E+02  0.31910E+02  0.00000E+00  0.00000E+00  0.31910E+02  0.00000E+00  0.00000E+00
   10.5890   2.9200  21.0000  0.31725E+02  0.31769E+02  0.00000E+00  0.00000E+00  0.31769E+02  0.00000E+00  0.00000E+00
   10.5890   2.9300  21.0000  0.31584E+02  0.31628E+02  0.00000E+00  0.00000E+00  0.31628E+02  0.00000E+00  0.00000E+00
   10.5890   2.9400  21.0000  0.31442E+02  0.31487E+02  0.00000E+00  0.00000E+00  0.31487E+02  0.00000E+00  0.00000E+00
   10.5890   2.9500  21.0000  0.31301E+02  0.31346E+02  0.00000E+00  0.00000E+00  0.31346E+02  0.00000E+00  0.00000E+00
   10.5890   2.9600  21.0000  0.31160E+02  0.31204E+02  0.00000E+00  0.00000E+00  0.31204E+02  0.00000E+00  0.00000E+00
   10.5890   2.9700  21.0000  0.31019E+02  0.31063E+02  0.00000E+00  0.00000E+00  0.31063E+02  0.00000E+00  0.00000E+00
   10.5890   2.9800  21.0000  0.30877E+02  0.30922E+02  0.00000E+00  0.00000E+00  0.30922E+02  0.00000E+00  0.00000E+00
   10.5890   2.9900  21.0000  0.30736E+02  0.30780E+02  0.00000E+00  0.00000E+00  0.30780E+02  0.00000E+00  0.00000E+00
   10.5890   3.0000  21.0000  0.30594E+02  0.30638E+02  0.00000E+00  0.00000E+00  0.30638E+02  0.00000E+00  0.00000E+00
   10.5890   3.0100  21.0000  0.30452E+02  0.30497E+02  0.00000E+00  0.00000E+00  0.30497E+02  0.00000E+00  0.00000E+00
   10.5890   3.0200  21.0000  0.30311E+02  0.30355E+02  0.00000E+00  0.00000E+00  0.30355E+02  0.00000E+00  0.00000E+00
   10.5890   3.0300  21.0000  0.30169E+02  0.30213E+02  0.00000E+00  0.00000E+00  0.30213E+02  0.00000E+00  0.00000E+00
   10.5890   3.0400  21.0000  0.30027E+02  0.30071E+02  0.00000E+00  0.00000E+00  0.30071E+02  0.00000E+00  0.00000E+00
   10.5890   3.0500  21.0000  0.29885E+02  0.29929E+02  0.00000E+00  0.00000E+00  0.29929E+02  0.00000E+00  0.00000E+00
   10.5890   3.0600  21.0000  0.29743E+02  0.29787E+02  0.00000E+00  0.00000E+00  0.29787E+02  0.00000E+00  0.00000E+00
   10.5890   3.0700  21.0000  0.29601E+02  0.29645E+02  0.00000E+00  0.00000E+00  0.29645E+02  0.00000E+00  0.00000E+00
   10.5890   3.0800  21.0000  0.29459E+02  0.29503E+02  0.00000E+00  0.00000E+00  0.29503E+02  0.00000E+00  0.00000E+00
   10.5890   3.0900  21.0000  0.29317E+02  0.29361E+02  0.00000E+00  0.00000E+00  0.29361E+02  0.00000E+00  0.00000E+00
   10.5890   3.1000  21.0000  0.29175E+02  0.29219E+02  0.00000E+00  0.00000E+00  0.29219E+02  0.00000E+00  0.00000E+00
   10.5890   3.1100  21.0000  0.29033E+02  0.29077E+02  0.00000E+00  0.00000E+00  0.29077E+02  0.00000E+00  0.00000E+00
   10.5890   3.1200  21.0000  0.28891E+02  0.28935E+02  0.00000E+00  0.00000E+00  0.28935E+02  0.00000E+00  0.00000E+00
   10.5890   3.1300  21.0000  0.28749E+02  0.28793E+02  0.00000E+00  0.00000E+00  0.28793E+02  0.00000E+00  0.00000E+00
   10.5890   3.1400  21.0000  0.28607E+02  0.28651E+02  0.00000E+00  0.00000E+00  0.28651E+02  0.00000E+00  0.00000E+00
   10.5890   3.1500  21.0000  0.28465E+02  0.28509E+02  0.00000E+00  0.00000E+00  0.28509E+02  0.00000E+00  0.00000E+00
   10.5890   3.1600  21.0000  0.28323E+02  0.28367E+02  0.00000E+00  0.00000E+00  0.28367E+02  0.00000E+00  0.00000E+00
   10.5890   3.1700  21.0000  0.28181E+02  0.28225E+02  0.00000E+00  0.00000E+00  0.28225E+02  0.00000E+00  0.00000E+00
   10.5890   3.1800  21.0000  0.28038E+02  0.28082E+02  0.00000E+00  0.00000E+00  0.28082E+02  0.00000E+00  0.00000E+00
   10.5890   3.1900  21.0000  0.27896E+02  0.27940E+02  0.00000E+00  0.00000E+00  0.27940E+02  0.00000E+00  0.00000E+00
   10.5890   3.2000  21.0000  0.27754E+02  0.27798E+02  0.00000E+00  0.00000E+00  0.27798E+02  0.00000E+00  0.00000E+00
   10.5890   3.2100  21.0000  0.27612E+02  0.27656E+02  0.00000E+00  0.00000E+00  0.27656E+02  0.00000E+00  0.00000E+00
   10.5890   3.2200  21.0000  0.27470E+02  0.27514E+02  0.00000E+00  0.00000E+00  0.27514E+02  0.00000E+00  0.00000E+00
   10.5890   3.2300  21.0000  0.27327E+02  0.27371E+02  0.00000E+00  0.00000E+00  0.27371E+02  0.00000E+00  0.00000E+00
   10.5890   3.2400  21.0000  0.27185E+02  0.27229E+02  0.00000E+00  0.00000E+00  0.27229E+02  0.00000E+00  0.00000E+00
   10.5890   3.2500  21.0000  0.27042E+02  0.27086E+02  0.00000E+00  0.00000E+00  0.27086E+02  0.00000E+00  0.00000E+00
   10.5890   3.2600  21.0000  0.26899E+02  0.26944E+02  0.00000E+00  0.00000E+00  0.26944E+02  0.00000E+00  0.00000E+00
   10.5890   3.2700  21.0000  0.26757E+02  0.26801E+02  0.00000E+00  0.00000E+00  0.26801E+02  0.00000E+00  0.00000E+00
   10.5890   3.2800  21.0000  0.26614E+02  0.26658E+02  0.00000E+00  0.00000E+00  0.26658E+02  0.00000E+00  0.00000E+00
   10.5890   3.2900  21.0000  0.26472E+02  0.26516E+02  0.00000E+00  0.00000E+00  0.26516E+02  0.00000E+00  0.00000E+00
   10.5890   3.3000  21.0000  0.26329E+02  0.26373E+02  0.00000E+00  0.00000E+00  0.26373E+02  0.00000E+00  0.00000E+00
   10.5890   3.3100  21.0000  0.26187E+02  0.26231E+02  0.00000E+00  0.00000E+00  0.26231E+02  0.00000E+00  0.00000E+00
   10.5890   3.3200  21.0000  0.26044E+02  0.26088E+02  0.00000E+00  0.00000E+00  0.26088E+02  0.00000E+00  0.00000E+00
   10.5890   3.3300  21.0000  0.25901E+02  0.25945E+02  0.00000E+00  0.00000E+00  0.25945E+02  0.00000E+00  0.00000E+00
   10.5890   3.3400  21.0000  0.25759E+02  0.25803E+02  0.00000E+00  0.00000E+00  0.25803E+02  0.00000E+00  0.00000E+00
   10.5890   3.3500  21.0000  0.25616E+02  0.25660E+02  0.00000E+00  0.00000E+00  0.25660E+02  0.00000E+00  0.00000E+00
   10.5890   3.3600  21.0000  0.25473E+02  0.25517E+02  0.00000E+00  0.00000E+00  0.25517E+02  0.00000E+00  0.00000E+00
   10.5890   3.3700  21.0000  0.25330E+02  0.25374E+02  0.00000E+00  0.00000E+00  0.25374E+02  0.00000E+00  0.00000E+00
   10.5890   3.3800  21.0000  0.25186E+02  0.25230E+02  0.00000E+00  0.00000E+00  0.25230E+02  0.00000E+00  0.00000E+00
   10.5890   3.3900  21.0000  0.25043E+02  0.25087E+02  0.00000E+00  0.00000E+00  0.25087E+02  0.00000E+00  0.00000E+00
   10.5890   3.4000  21.0000  0.24900E+02  0.24944E+02  0.00000E+00  0.00000E+00  0.24944E+02  0.00000E+00  0.00000E+00
   10.5890   3.4100  21.0000  0.24756E+02  0.24800E+02  0.00000E+00  0.00000E+00  0.24800E+02  0.00000E+00  0.00000E+00
   10.5890   3.4200  21.0000  0.24612E+02  0.24656E+02  0.00000E+00  0.00000E+00  0.24656E+02  0.00000E+00  0.00000E+00
   10.5890   3.4300  21.0000  0.24468E+02  0.24512E+02  0.00000E+00  0.00000E+00  0.24512E+02  0.00000E+00  0.00000E+00
   10.5890   3.4400  21.0000  0.24324E+02  0.24368E+02  0.00000E+00  0.00000E+00  0.24368E+02  0.00000E+00  0.00000E+00
   10.5890   3.4500  21.0000  0.24180E+02  0.24224E+02  0.00000E+00  0.00000E+00  0.24224E+02  0.00000E+00  0.00000E+00
   10.5890   3.4600  21.0000  0.24035E+02  0.24080E+02  0.00000E+00  0.00000E+00  0.24080E+02  0.00000E+00  0.00000E+00
   10.5890   3.4700  21.0000  0.23891E+02  0.23935E+02  0.00000E+00  0.00000E+00  0.23935E+02  0.00000E+00  0.00000E+00
   10.5890   3.4800  21.0000  0.23746E+02  0.23790E+02  0.00000E+00  0.00000E+00  0.23790E+02  0.00000E+00  0.00000E+00
   10.5890   3.4900  21.0000  0.23601E+02  0.23645E+02  0.00000E+00  0.00000E+00  0.23645E+02  0.00000E+00  0.00000E+00
   10.5890   3.5000  21.0000  0.23456E+02  0.23500E+02  0.00000E+00  0.00000E+00  0.23500E+02  0.00000E+00  0.00000E+00
   10.5890   3.5100  21.0000  0.23311E+02  0.23355E+02  0.00000E+00  0.00000E+00  0.23355E+02  0.00000E+00  0.00000E+00
   10.5890   3.5200  21.0000  0.23165E+02  0.23209E+02  0.00000E+00  0.00000E+00  0.23209E+02  0.00000E+00  0.00000E+00
   10.5890   3.5300  21.0000  0.23019E+02  0.23064E+02  0.00000E+00  0.00000E+00  0.23064E+02  0.00000E+00  0.00000E+00
   10.5890   3.5400  21.0000  0.22874E+02  0.22918E+02  0.00000E+00  0.00000E+00  0.22918E+02  0.00000E+00  0.00000E+00
   10.5890   3.5500  21.0000  0.22728E+02  0.22773E+02  0.00000E+00  0.00000E+00  0.22773E+02  0.00000E+00  0.00000E+00
   10.5890   3.5600  21.0000  0.22582E+02  0.22626E+02  0.00000E+00  0.00000E+00  0.22626E+02  0.00000E+00  0.00000E+00
   10.5890   3.5700  21.0000  0.22435E+02  0.22480E+02  0.00000E+00  0.00000E+00  0.22480E+02  0.00000E+00  0.00000E+00
   10.5890   3.5800  21.0000  0.22289E+02  0.22333E+02  0.00000E+00  0.00000E+00  0.22333E+02  0.00000E+00  0.00000E+00
   10.5890   3.5900  21.0000  0.22142E+02  0.22186E+02  0.00000E+00  0.00000E+00  0.22186E+02  0.00000E+00  0.00000E+00
   10.5890   3.6000  21.0000  0.21995E+02  0.22039E+02  0.00000E+00  0.00000E+00  0.22039E+02  0.00000E+00  0.00000E+00
   10.5890   3.6100  21.0000  0.21847E+02  0.21892E+02  0.00000E+00  0.00000E+00  0.21892E+02  0.00000E+00  0.00000E+00
   10.5890   3.6200  21.0000  0.21700E+02  0.21745E+02  0.00000E+00  0.00000E+00  0.21745E+02  0.00000E+00  0.00000E+00
   10.5890   3.6300  21.0000  0.21552E+02  0.21597E+02  0.00000E+00  0.00000E+00  0.21597E+02  0.00000E+00  0.00000E+00
   10.5890   3.6400  21.0000  0.21404E+02  0.21449E+02  0.00000E+00  0.00000E+00  0.21449E+02  0.00000E+00  0.00000E+00
   10.5890   3.6500  21.0000  0.21255E+02  0.21300E+02  0.00000E+00  0.00000E+00  0.21300E+02  0.00000E+00  0.00000E+00
   10.5890   3.6600  21.0000  0.21107E+02  0.21152E+02  0.00000E+00  0.00000E+00  0.21152E+02  0.00000E+00  0.00000E+00
   10.5890   3.6700  21.0000  0.20958E+02  0.21003E+02  0.00000E+00  0.00000E+00  0.21003E+02  0.00000E+00  0.00000E+00
   10.5890   3.6800  21.0000  0.20810E+02  0.20855E+02  0.00000E+00  0.00000E+00  0.20855E+02  0.00000E+00  0.00000E+00
   10.5890   3.6900  21.0000  0.20661E+02  0.20706E+02  0.00000E+00  0.00000E+00  0.20706E+02  0.00000E+00  0.00000E+00
   10.5890   3.7000  21.0000  0.20512E+02  0.20557E+02  0.00000E+00  0.00000E+00  0.20557E+02  0.00000E+00  0.00000E+00
   10.5890   3.7100  21.0000  0.20363E+02  0.20408E+02  0.00000E+00  0.00000E+00  0.20408E+02  0.00000E+00  0.00000E+00
   10.5890   3.7200  21.0000  0.20214E+02  0.20259E+02  0.00000E+00  0.00000E+00  0.20259E+02  0.00000E+00  0.00000E+00
   10.5890   3.7300  21.0000  0.20064E+02  0.20109E+02  0.00000E+00  0.00000E+00  0.20109E+02  0.00000E+00  0.00000E+00
   10.5890   3.7400  21.0000  0.19915E+02  0.19960E+02  0.00000E+00  0.00000E+00  0.19960E+02  0.00000E+00  0.00000E+00
   10.5890   3.7500  21.0000  0.19765E+02  0.19810E+02  0.00000E+00  0.00000E+00  0.19810E+02  0.00000E+00  0.00000E+00
   10.5890   3.7600  21.0000  0.19615E+02  0.19660E+02  0.00000E+00  0.00000E+00  0.19660E+02  0.00000E+00  0.00000E+00
   10.5890   3.7700  21.0000  0.19465E+02  0.19510E+02  0.00000E+00  0.00000E+00  0.19510E+02  0.00000E+00  0.00000E+00
   10.5890   3.7800  21.0000  0.19314E+02  0.19359E+02  0.00000E+00  0.00000E+00  0.19359E+02  0.00000E+00  0.00000E+00
   10.5890   3.7900  21.0000  0.19164E+02  0.19209E+02  0.00000E+00  0.00000E+00  0.19209E+02  0.00000E+00  0.00000E+00
   10.5890   3.8000  21.0000  0.19014E+02  0.19059E+02  0.00000E+00  0.00000E+00  0.19059E+02  0.00000E+00  0.00000E+00
   10.5890   3.8100  21.0000  0.18864E+02  0.18909E+02  0.00000E+00  0.00000E+00  0.18909E+02  0.00000E+00  0.00000E+00
   10.5890   3.8200  21.0000  0.18714E+02  0.18759E+02  0.00000E+00  0.00000E+00  0.18759E+02  0.00000E+00  0.00000E+00
   10.5890   3.8300  21.0000  0.18564E+02  0.18608E+02  0.00000E+00  0.00000E+00  0.18608E+02  0.00000E+00  0.00000E+00
   10.5890   3.8400  21.0000  0.18413E+02  0.18458E+02  0.00000E+00  0.00000E+00  0.18458E+02  0.00000E+00  0.00000E+00
   10.5890   3.8500  21.0000  0.18263E+02  0.18307E+02  0.00000E+00  0.00000E+00  0.18307E+02  0.00000E+00  0.00000E+00
   10.5890   3.8600  21.0000  0.18112E+02  0.18157E+02  0.00000E+00  0.00000E+00  0.18157E+02  0.00000E+00  0.00000E+00
   10.5890   3.8700  21.0000  0.17961E+02  0.18006E+02  0.00000E+00  0.00000E+00  0.18006E+02  0.00000E+00  0.00000E+00
   10.5890   3.8800  21.0000  0.17811E+02  0.17855E+02  0.00000E+00  0.00000E+00  0.17855E+02  0.00000E+00  0.00000E+00
   10.5890   3.8900  21.0000  0.17660E+02  0.17705E+02  0.00000E+00  0.00000E+00  0.17705E+02  0.00000E+00  0.00000E+00
   10.5890   3.9000  21.0000  0.17510E+02  0.17554E+02  0.00000E+00  0.00000E+00  0.17554E+02  0.00000E+00  0.00000E+00
   10.5890   3.9100  21.0000  0.17360E+02  0.17404E+02  0.00000E+00  0.00000E+00  0.17404E+02  0.00000E+00  0.00000E+00
   10.5890   3.9200  21.0000  0.17210E+02  0.17254E+02  0.00000E+00  0.00000E+00  0.17254E+02  0.00000E+00  0.00000E+00
   10.5890   3.9300  21.0000  0.17060E+02  0.17104E+02  0.00000E+00  0.00000E+00  0.17104E+02  0.00000E+00  0.00000E+00
   10.5890   3.9400  21.0000  0.16910E+02  0.16954E+02  0.00000E+00  0.00000E+00  0.16954E+02  0.00000E+00  0.00000E+00
   10.5890   3.9500  21.0000  0.16760E+02  0.16804E+02  0.00000E+00  0.00000E+00  0.16804E+02  0.00000E+00  0.00000E+00
   10.5890   3.9600  21.0000  0.16610E+02  0.16655E+02  0.00000E+00  0.00000E+00  0.16655E+02  0.00000E+00  0.00000E+00
   10.5890   3.9700  21.0000  0.16461E+02  0.16505E+02  0.00000E+00  0.00000E+00  0.16505E+02  0.00000E+00  0.00000E+00
   10.5890   3.9800  21.0000  0.16311E+02  0.16355E+02  0.00000E+00  0.00000E+00  0.16355E+02  0.00000E+00  0.00000E+00
   10.5890   3.9900  21.0000  0.16162E+02  0.16206E+02  0.00000E+00  0.00000E+00  0.16206E+02  0.00000E+00  0.00000E+00
   10.5890   4.0000  21.0000  0.16013E+02  0.16056E+02  0.00000E+00  0.00000E+00  0.16056E+02  0.00000E+00  0.00000E+00
   10.5890   4.0100  21.0000  0.15863E+02  0.15907E+02  0.00000E+00  0.00000E+00  0.15907E+02  0.00000E+00  0.00000E+00
   10.5890   4.0200  21.0000  0.15714E+02  0.15758E+02  0.00000E+00  0.00000E+00  0.15758E+02  0.00000E+00  0.00000E+00
   10.5890   4.0300  21.0000  0.15565E+02  0.15609E+02  0.00000E+00  0.00000E+00  0.15609E+02  0.00000E+00  0.00000E+00
   10.5890   4.0400  21.0000  0.15417E+02  0.15460E+02  0.00000E+00  0.00000E+00  0.15460E+02  0.00000E+00  0.00000E+00
   10.5890   4.0500  21.0000  0.15269E+02  0.15312E+02  0.00000E+00  0.00000E+00  0.15312E+02  0.00000E+00  0.00000E+00
   10.5890   4.0600  21.0000  0.15121E+02  0.15164E+02  0.00000E+00  0.00000E+00  0.15164E+02  0.00000E+00  0.00000E+00
