                                           ************ internal ***************  +++++++ internal  + external ++++++++
    E        Ep      Th       s_born       s_rad        s_elas       s_dis        s_rad        s_elas       s_dis
   10.5890   3.5600  21.0000  0.37207E+01  0.37207E+01  0.00000E+00  0.00000E+00  0.37207E+01  0.00000E+00  0.00000E+00
   10.5890   3.5700  21.0000  0.36994E+01  0.36994E+01  0.00000E+00  0.00000E+00  0.36994E+01  0.00000E+00  0.00000E+00
   10.5890   3.5800  21.0000  0.36780E+01  0.36780E+01  0.00000E+00  0.00000E+00  0.36780E+01  0.00000E+00  0.00000E+00
   10.5890   3.5900  21.0000  0.36566E+01  0.36566E+01  0.00000E+00  0.00000E+00  0.36566E+01  0.00000E+00  0.00000E+00
   10.5890   3.6000  21.0000  0.36351E+01  0.36351E+01  0.00000E+00  0.00000E+00  0.36351E+01  0.00000E+00  0.00000E+00
   10.5890   3.6100  21.0000  0.36136E+01  0.36136E+01  0.00000E+00  0.00000E+00  0.36136E+01  0.00000E+00  0.00000E+00
   10.5890   3.6200  21.0000  0.35919E+01  0.35919E+01  0.00000E+00  0.00000E+00  0.35919E+01  0.00000E+00  0.00000E+00
   10.5890   3.6300  21.0000  0.35702E+01  0.35702E+01  0.00000E+00  0.00000E+00  0.35702E+01  0.00000E+00  0.00000E+00
   10.5890   3.6400  21.0000  0.35485E+01  0.35485E+01  0.00000E+00  0.00000E+00  0.35485E+01  0.00000E+00  0.00000E+00
   10.5890   3.6500  21.0000  0.35266E+01  0.35266E+01  0.00000E+00  0.00000E+00  0.35266E+01  0.00000E+00  0.00000E+00
   10.5890   3.6600  21.0000  0.35046E+01  0.35046E+01  0.00000E+00  0.00000E+00  0.35046E+01  0.00000E+00  0.00000E+00
   10.5890   3.6700  21.0000  0.34825E+01  0.34825E+01  0.00000E+00  0.00000E+00  0.34825E+01  0.00000E+00  0.00000E+00
   10.5890   3.6800  21.0000  0.34604E+01  0.34604E+01  0.00000E+00  0.00000E+00  0.34604E+01  0.00000E+00  0.00000E+00
   10.5890   3.6900  21.0000  0.34381E+01  0.34381E+01  0.00000E+00  0.00000E+00  0.34381E+01  0.00000E+00  0.00000E+00
   10.5890   3.7000  21.0000  0.34158E+01  0.34158E+01  0.00000E+00  0.00000E+00  0.34158E+01  0.00000E+00  0.00000E+00
   10.5890   3.7100  21.0000  0.33934E+01  0.33934E+01  0.00000E+00  0.00000E+00  0.33934E+01  0.00000E+00  0.00000E+00
   10.5890   3.7200  21.0000  0.33709E+01  0.33709E+01  0.00000E+00  0.00000E+00  0.33709E+01  0.00000E+00  0.00000E+00
   10.5890   3.7300  21.0000  0.33484E+01  0.33484E+01  0.00000E+00  0.00000E+00  0.33484E+01  0.00000E+00  0.00000E+00
   10.5890   3.7400  21.0000  0.33258E+01  0.33258E+01  0.00000E+00  0.00000E+00  0.33258E+01  0.00000E+00  0.00000E+00
   10.5890   3.7500  21.0000  0.33032E+01  0.33032E+01  0.00000E+00  0.00000E+00  0.33032E+01  0.00000E+00  0.00000E+00
   10.5890   3.7600  21.0000  0.32805E+01  0.32805E+01  0.00000E+00  0.00000E+00  0.32805E+01  0.00000E+00  0.00000E+00
   10.5890   3.7700  21.0000  0.32577E+01  0.32577E+01  0.00000E+00  0.00000E+00  0.32577E+01  0.00000E+00  0.00000E+00
